ltv,disbursed_amount,asset_cost,PERFORM_CNS.SCORE,loan_default
80.00075764,514943.0652,662344.3277,0,1
87.29505641,520247.0328,613653.2337,300,1
43.28802861,390812.4055,949109.5226,642.2649582,1
83.68421283,563305.4033,696115.2069,0,1
72.62424466,441100.7151,634293.1479,0,1
87.95297756,536658.4424,633520.1955,0,1
76.78954735,547298.1883,732721.2648,3.725942412,1
71.77455617,407994.8196,592996.2991,2.280836795,1
69.73353859,1147135.92,1718181.399,757.1701501,1
89.31529871,605409.6677,699361.4364,7.989491163,1
79.09814731,566666.3675,737142.3585,0,1
82.41557377,476474.3771,606103.8361,0,1
86.28972879,515466.3776,628360.6123,9.947168154,1
69.23199098,521096.7425,776792.0993,683.2956085,1
88.09333446,556842.9229,656233.6745,0,1
89.11740722,643852.8707,736909.7915,0,1
79.26193389,534796.1352,693985.9211,0,1
70.45640753,427687.6947,623529.1713,428.007111,1
82.12313145,511071.6618,645453.5597,0,1
89.30802489,614164.0149,707123.8532,0,1
63.89591275,490314.5856,801033.4227,0,1
86.22024826,500482.8613,627445.3153,0,1
68.8151801,651868.0274,978100.2001,0,1
88.53434009,524148.7805,608525.8761,0,1
77.35704894,524366.9677,702665.9641,607.75363,1
84.0765788,486620.4443,593702.9301,0,1
78.23178821,421020.1457,552527.4047,0,1
83.22632942,531773.4801,675069.3911,608.683421,1
85.86183468,548964.8032,674288.3961,0,1
49.4372104,312583.5433,657734.528,0,1
79.15529717,577736.9964,751828.0779,804.617301,1
89.88801402,634249.7382,722973.4193,300,1
83.74992658,491416.8867,600389.8066,0,1
74.21137267,664364.3119,923861.6669,0,1
87.90534672,481366.031,557359.6501,585.1166238,1
74.25035018,506717.0506,709208.1309,0,1
79.37124677,642087.2778,848098.8136,0,1
79.07000323,508832.57,653983.0776,595.204895,1
84.54441807,500289.6881,628256.8606,815.8675965,1
62.78259334,874420.8132,1456693.644,0,1
77.50406689,499822.8454,666763.726,654.1860532,1
59.55237791,596136.6874,1031925.846,0,1
85.10663968,543604.1325,657970.6529,59.17013911,1
89.61216787,564056.085,661119.1734,0,1
79.56747047,543998.4963,696540.7213,300,1
84.99913131,523408.563,635336.5152,14.14963191,1
68.20943868,460266.4666,695811.4154,665.6329511,1
77.29177107,559837.9832,755801.9415,121.4660291,1
56.06988989,508703.8789,936039.255,13.72325747,1
78.7748978,587120.2578,767098.8007,0,1
82.39520076,542928.3463,679673.9962,2.773002943,1
84.00671297,515633.6614,632544.1441,742.5829361,1
87.26869105,542614.8701,641746.4621,0,1
74.93525957,422078.8649,584235.3955,0,1
65.69663606,962006.9572,1519497.853,7.695831954,1
89.38330806,602960.0348,694907.9766,0,1
84.37864328,513092.55,628032.8609,821.7251358,1
78.98824126,915648.4403,1184493.254,651.6240112,1
69.76342558,537748.513,799654.2406,8.298207104,1
73.47214962,458176.7749,648792.2806,212.0750502,1
73.77858547,397820.9192,556192.2484,7.860908207,1
87.8444356,553457.797,649127.5567,0,1
89.75070883,716882.5011,809749.1425,766.43528,1
78.8975964,641075.6795,846105.6109,0,1
78.95390981,511047.5101,656873.1925,741.7781244,1
87.79935043,538658.0803,631748.8854,793.3262509,1
79.28109769,473970.657,613191.0476,0,1
84.27808297,493411.766,605490.1486,652.8307496,1
83.19707183,523050.8344,649140.8642,0,1
65.38036052,408172.2362,650190.7289,0,1
79.95354769,700747.532,892644.6309,11.99159765,1
77.87139251,519517.1768,690548.5145,665.7051654,1
86.65061079,446274.3929,532333.8721,1.163852908,1
71.56464339,389271.1237,584510.6208,0,1
83.96746791,488789.6912,623982.8135,653.8165198,1
89.55955672,532943.9505,603002.3729,655.5456494,1
73.27219842,403536.7319,596820.3836,658.437413,1
79.64413866,585060.6688,750836.2847,760.2304782,1
73.33243041,411632.1921,597133.0641,0,1
88.57696834,677855.6084,789208.0961,12.83741957,1
73.4318112,440911.923,634872.2508,0,1
74.64073935,479752.065,660410.5602,68.3126129,1
74.36701125,692556.0139,964424.615,300,1
85.05575511,534612.1632,664230.3606,0,1
72.95396404,647614.2905,910711.4343,0,1
84.88169392,463029.4777,570496.4273,0,1
83.93338201,601999.7817,733348.1396,0,1
86.8725754,539823.7062,650037.8265,0,1
67.95030251,654526.2628,1004427.177,592.8262489,1
72.330881,666538.9962,942473.8759,603.7446665,1
74.11400465,666387.6725,923167.5651,11.80503922,1
87.82261346,512593.2044,613494.8416,777.097277,1
71.02328057,504752.2554,752451.2819,4.115974676,1
61.13198038,406468.5198,688640.6637,89.91497548,1
43.92058789,656201.6606,1542408.847,0,1
74.77769938,510910.979,719075.5461,300,1
79.54106238,563047.0261,722986.555,0,1
81.62568107,535137.2857,674007.7994,0,1
89.3941596,597219.5695,686711.4458,5.728446669,1
79.53560509,477938.1741,633133.5457,594.3197527,1
82.29367041,480865.619,612558.1534,0,1
88.80620346,646036.2495,756525.9223,0,1
89.73375305,553691.8647,633622.1754,13.08788314,1
89.82186758,559402.1628,641467.9745,10.96805241,1
81.17262974,534007.3241,670561.7538,0,1
80.80792432,549327.7922,700847.9526,599.1073161,1
89.688903,524240.7258,606569.8143,0,1
71.47935354,450515.5648,678371.499,737.915285,1
76.13379221,503743.4231,677553.1893,0,1
88.29932821,563045.381,657361.9235,0,1
89.74962516,571953.2676,654825.9186,0,1
80.44330571,471558.5914,615824.4369,584.4068789,1
75.68076115,505214.7771,688159.0083,300,1
76.96954566,501183.4441,673719.2569,0,1
62.13238894,396293.4629,663601.6246,839.5318448,1
89.86487352,514885.2636,591169.3957,739.9200593,1
89.3567821,589136.3177,682224.0719,0,1
59.57158549,350723.8696,613515.8297,0,1
88.57999003,679153.2503,790256.4215,0,1
77.98463961,591548.6772,785434.669,8.763820712,1
79.64665844,444086.6352,589583.0409,0,1
75.7645017,560667.2979,759746.4215,0,1
73.85844873,494243.2389,694275.3227,0,1
53.23519592,487224.0617,954416.6073,0,1
86.44516076,455016.8106,557249.8617,814.3262032,1
83.06412446,338327.1094,431031.2673,0,1
86.95798538,631438.0375,744332.7324,422.6510879,1
74.74932549,527102.7567,730833.386,0,1
79.64325799,585501.006,751780.8079,0,1
37.0053199,251125.4533,718235.2362,0,1
77.43283356,479025.8122,641512.1685,8.973433327,1
80.29853327,587491.6204,759263.5782,0,1
83.68888036,475151.7862,610620.8535,0,1
84.14560372,544308.8597,676215.7938,0,1
88.20950181,513835.5449,597548.4214,743.5079382,1
83.94602213,530038.2328,654246.9238,0,1
89.59239294,519157.1183,599413.2427,15.48844423,1
73.44624257,682199.615,957477.2505,0,1
85.06006227,516967.7147,629027.8732,593.4388218,1
84.90349783,540320.8856,664889.4137,797.1961089,1
83.31465011,476435.2886,591045.434,2.191159835,1
74.18426527,475239.8617,669020.1821,0,1
74.4430163,438185.4333,610621.4084,0,1
88.05412333,594970.3128,692822.5537,642.366452,1
84.31346314,585902.8656,716368.4382,0,1
88.62805211,521981.3027,602081.6212,0,1
85.89086552,547813.0519,663118.0418,6.361306369,1
73.64318552,696206.7657,981258.4815,779.2169821,1
88.82716323,670779.4297,777848.4662,491.2108616,1
89.7737511,549112.8236,629234.6228,674.8569006,1
73.78818289,550150.3436,761972.6455,0,1
82.31034909,632061.0001,797322.1662,704.5338611,1
88.36399688,519329.4307,598389.3346,0,1
89.78411532,582305.6604,662133.2183,738,1
80.653582,519972.0096,668542.1721,0,1
84.44135846,562326.8759,686026.8007,0,1
56.78794702,538899.7855,980396.9952,12.6611861,1
89.80070523,482873.268,555897.2776,15.07374299,1
74.77011928,461957.5271,628418.3806,0,1
79.18493459,504641.5551,651296.1963,0,1
86.98957823,554182.0245,657222.1134,0,1
85.80005979,542187.8833,642650.3827,0,1
70.98292584,937974.3371,1346790.118,648.7729479,1
87.77860866,683158.5737,792362.4461,0,1
79.82636741,560673.2668,727232.0421,0,1
69.2365209,463750.365,697378.8397,0,1
80.19388372,609884.6406,776023.6162,599,1
86.48968485,579326.18,686685.7849,0,1
79.15250308,570907.5921,734992.9955,571.8829735,1
89.78068261,588130.1362,671329.1712,0,1
86.55527627,558899.2546,666266.8654,829.043449,1
89.90085946,525288.392,602269.6277,0,1
88.2380131,566306.5829,658167.2734,667.79993,1
88.39911794,561330.8071,650020.4603,300,1
79.91169805,550142.6638,698474.442,676.6323637,1
56.8386758,369774.087,681232.3324,0,1
79.45822877,400503.9633,531679.8413,0,1
75.04839293,495659.1649,683959.2501,671.5388693,1
78.51497014,467396.0634,612986.5718,755.5708826,1
72.07327593,444107.8989,636421.2908,686.8508254,1
88.91295709,512147.7552,593232.0756,300,1
80.15069922,529760.8018,679922.0917,0,1
80.75451444,565200.4963,721349.6661,484.8739534,1
89.74,666140.6829,759005.6167,13.35752847,1
78.45704852,513415.1528,674600.3981,595.1835524,1
73.24823852,408933.1226,582451.3866,0,1
74.97635467,593751.1501,813608.5952,0,1
76.16379181,467867.1761,635611.4388,575.7622523,1
84.13627294,534174.8773,652990.1163,825,1
66.18550244,660445.1483,1025017.795,0,1
89.30105104,533426.2504,618443.1665,704.9922416,1
74.49301224,671352.8118,920270.8087,0,1
81.56561082,484329.5657,614115.3035,300,1
73.01956077,543480.135,771111.6527,0,1
66.96890978,415665.9926,645651.5675,0,1
84.65424098,601460.002,731519.7985,653.4336117,1
88.05664471,563401.2303,663928.3141,0,1
89.27743893,557328.8884,663073.817,0,1
78.33211344,493610.1653,646374.5519,0,1
88.88445814,517471.1054,597565.1087,773.0253653,1
64.30684509,412055.0021,660219.4052,0,1
87.87944257,574890.9311,673761.5246,302.731869,1
84.45688082,534264.3008,650824.1892,0,1
80.04820139,453760.011,596219.047,0,1
58.3136198,378414.5197,697364.6215,677.6031965,1
74.43257109,477530.5262,658840.5113,0,1
41.18652482,264054.8685,679383.1803,0,1
89.62324973,584600.2397,667517.6742,11.61078654,1
62.9893555,414337.1739,688334.0693,638.1096887,1
89.30856684,545811.3927,632191.4296,613.9186332,1
83.20266148,558569.6419,690655.626,0,1
81.9759621,494085.0077,627961.6198,0,1
85.05955552,538673.0079,651930.4708,659.5911856,1
89.91375892,603612.0541,706965.308,0,1
71.95685274,582007.3352,832599.2289,300,1
89.72075944,579097.5564,654728.245,10.29761573,1
89.77604706,545451.1723,620224.8419,619.3534034,1
79.35773535,521134.868,679055.2827,300,1
53.15844649,304090.8945,597278.1002,576.0830992,1
67.47354519,973639.7089,1473722.168,4.672189029,1
75.17940359,510022.7696,707872.3427,710.6789979,1
89.89032359,513471.9229,592515.397,701.9925348,1
89.16345772,665289.1379,761644.9671,0,1
79.11427711,501616.8404,655543.7398,0,1
85.18834387,595889.6038,719379.6072,737.5368495,1
84.20990915,531669.7042,652306.2561,613.2801968,1
82.80158563,502610.9213,633822.4296,0,1
74.83290346,550530.9134,749610.9771,0,1
81.65020825,523411.8867,652590.4375,539.390166,1
85.57330595,511317.5431,609733.637,0,1
89.21592287,546656.5268,624978.6392,0,1
89.92360629,556021.5686,632134.4633,0,1
74.55378908,609001.6783,833124.6642,6.726123314,1
79.70718337,420603.1077,559332.7093,676.5486102,1
84.93368543,527472.9298,671222.4786,0,1
42.05822596,638572.2868,1583759.546,434.9681985,1
89.71368615,540921.9527,616800.0518,0,1
56.76504178,375478.2019,690921.7626,615.9999491,1
65.01669033,592519.7792,942167.9379,0,1
81.01872938,533888.3899,679098.6324,618.972208,1
85.65712733,558150.9458,671528.0996,799.8208413,1
70.97371344,610822.1392,875619.0896,0,1
87.42596021,544682.5368,640398.8703,0,1
69.25747731,609913.7949,910197.0139,717.687604,1
73.09668205,446877.0768,640099.9324,0,1
82.01163722,566307.6088,702443.3062,0,1
75.79349042,418438.2008,572718.7662,10.39525789,1
74.2614693,500159.2854,692820.2648,745.3883101,1
89.06379123,486428.3106,573688.2442,0,1
87.94643988,517523.0321,599815.3899,0,1
78.31706478,548347.2432,714003.44,0,1
64.09462504,799541.0046,1301414.682,0,1
57.41537945,601403.2942,1081465.155,415.2920191,1
62.3193567,418664.0731,707515.6277,581.3450869,1
80.20977941,548194.9853,703854.5502,14.81654711,1
75.34336554,486120.5774,670403.834,0,1
89.00873985,624467.1154,713752.4379,13.5694234,1
76.13527103,683489.9889,923127.2438,777.4918145,1
80.94688712,532649.3101,668611.0533,733.6408861,1
81.23291574,490942.0151,625381.3445,730.8248439,1
75.29681946,502452.3741,680916.0537,612.3709527,1
88.44159134,506828.087,589192.6761,393.7956617,1
62.70015818,542212.9425,903305.4494,0,1
78.86869199,543012.3846,697400.2079,9.684165653,1
82.17115565,486890.977,612048.1317,0,1
72.32907315,533383.7341,761079.0473,0,1
79.26624722,544616.2727,707716.2807,392.0684532,1
70.91117412,423628.3633,621250.6841,0,1
78.23353011,516191.2705,676255.6707,0,1
83.07907624,570409.0483,717652.4231,0,1
78.23460467,558357.3824,737490.8118,0,1
60.26885912,402897.1126,697332.922,0,1
58.29201319,302122.0387,539405.9332,0,1
74.26831651,691677.5261,959860.326,0,1
81.39423926,538697.7664,681378.3005,499.388765,1
88.08709051,535487.4578,627105.3482,300,1
87.07050977,622042.2038,728717.878,15.37809149,1
85.75273297,506146.2968,607798.5279,312.3894783,1
58.57427388,505145.0739,900154.2262,0,1
86.40291218,627915.6147,743180.0907,763,1
80.00767916,578105.183,761871.039,0,1
86.34265669,483061.2259,580012.2547,0,1
78.467998,553744.9846,727760.0456,469.966393,1
80.51376262,543193.2152,690855.0828,13.29296294,1
79.45022284,530092.5121,688549.2149,0,1
74.71478732,457320.5356,635474.9962,10.73314562,1
82.72611979,543999.6508,672895.0566,0,1
76.52079874,479721.5314,644524.883,11.90546881,1
84.90875656,552845.8778,671756.5014,0,1
73.87410398,672832.9015,934802.534,11.56428248,1
84.33702135,571644.4367,698272.6533,0,1
74.50425325,405584.926,569044.4878,713.9189083,1
78.47098917,436289.3952,595569.9243,621.319213,1
84.14467204,550213.5776,669434.0011,0,1
73.22615085,641302.8113,915180.7541,4.441286285,1
82.63552187,532840.2533,675141.068,14.35581732,1
66.56230746,678937.0818,1051418.734,0,1
53.81563565,472238.8144,915722.8474,0,1
89.23273719,605386.8568,699757.4016,692.1083542,1
74.84072037,547870.9628,775761.1135,0,1
74.62638748,290550.2265,409379.8098,0,1
78.73677788,528205.3087,701179.243,0,1
79.40236831,582590,743640.2556,0,1
79.89017705,541268.2597,696829.7024,0,1
80.19763896,515104.974,680097.0766,642.7761331,1
84.42262515,530525.6874,665328.2584,734.5883675,1
69.6917583,501235.2286,762121.1468,647.0503671,1
83.95577256,595435.1771,730085.8839,224.1765031,1
86.90378259,551765.2454,652599.8997,300,1
66.32783863,660453.9903,1026896.767,0,1
79.21100458,515334.2845,664179.9428,641.5939134,1
85.47265132,512188.6814,651329.2091,0,1
84.77185113,540926.3941,668389.4048,815.3224049,1
87.4614089,553317.1342,651411.0968,662.9097598,1
88.40018906,555695.3875,644840.7371,0,1
71.31702659,930688.2996,1334242.821,0,1
75.204892,472095.657,659392.7851,0,1
89.45735812,508327.5013,582070.6501,0,1
84.71195661,569017.1191,699007.738,0,1
71.50064498,434962.4474,649178.6998,0,1
88.89394738,560685.3572,670221.9175,693.4217177,1
68.51574508,447529.2191,670746.809,300,1
48.27866556,312508.8499,675791.0744,16.29739493,1
80.91321513,508155.1269,649374.8393,300,1
73.28064484,516601.5412,725678.7257,238.6218764,1
79.74260802,460571.4126,610621.8713,737.9405954,1
68.76481942,581457.4625,865283.7937,0,1
68.75377897,947577.8332,1421038.315,0,1
89.02213885,570768.9711,660615.5422,0,1
79.70185273,521723.5887,673583.5507,496.0065555,1
89.39212602,597822.35,682834.3055,0,1
63.41903826,631324.9022,1030914.647,0,1
82.7564389,491727.697,610746.1523,0,1
81.48100608,504766.2869,639146.8295,0,1
79.90409187,443765.6609,600623.3837,0,1
87.69229088,540807.7764,641655.939,0,1
80.66131611,552759.0976,706771.2424,772.3132069,1
82.05602712,484751.5672,610927.1498,172.3911615,1
86.06401222,525262.6711,626902.3,632.8153103,1
75.96080214,555924.1155,758394.8515,0,1
79.64194582,544632.4546,705597.4575,0,1
85.54662211,539227.3679,654483.5176,300,1
79.42398535,585463.9604,759405.0043,15.53829068,1
82.58734516,558015.2021,687050.341,8.262253471,1
88.08322232,591596.4744,692936.0466,0,1
74.57345886,525381.0191,729773.1136,59.00936345,1
89.59628616,571161.2812,654099.5302,0,1
69.41907343,965308.196,1423367.982,302.8343647,1
84.231315,525686.7838,647731.483,0,1
79.86152019,473792.8502,609769.1685,0,1
79.85684287,677986.0193,866791.3085,576.1455054,1
59.88556111,553890.183,964159.3394,588.9795216,1
79.86397635,474598.1244,627772.373,0,1
86.32628985,543797.5288,655968.2441,0,1
79.84878071,507304.2362,656593.9111,0,1
80.0276433,482638.6346,628591.2886,5.314465109,1
89.7482933,567549.0421,646311.1914,0.339018088,1
67.17094791,595894.895,929768.2079,0,1
50.70174334,332907.688,705994.2927,0,1
71.18667525,395773.7714,572236.7531,300,1
89.63089637,588109.867,664637.1779,5.417551463,1
87.09521991,537806.0086,649182.9395,0,1
79.39139833,656186.6528,838435.9345,300,1
80.99897931,462994.86,585105.575,725.0435286,1
71.55123786,503740.4613,743944.2192,612.4672746,1
84.28698487,539723.5118,659806.7791,0,1
74.4730823,444564.303,621743.9456,217.0277214,1
82.47362075,473450.1813,606442.2394,0,1
73.70330019,498396.6245,697918.7381,13.88692509,1
89.29017258,569879.204,660765.2087,825,1
68.16568425,451674.6276,688751.3268,8.693179089,1
82.02379875,505830.9621,637539.9107,6.726027999,1
78.19194434,638117.0486,860238.4189,0,1
89.04401363,608152.992,701354.8049,0,1
89.62189684,602593.6682,687059.1629,0,1
88.79790996,570085.2999,660600.228,300,1
84.80380341,573112.8261,694179.7136,5.929026739,1
85.3,605249.137,731573.5005,0,1
77.15777598,461535.6413,614191.2965,17.76211824,1
76.19150665,457558.9512,621932.5692,0,1
84.43395961,533861.6242,646358.1943,0,1
74.86274261,508293.5026,706099.9152,0,1
71.07256117,502895.2278,724547.5051,325.0680036,1
70.63077021,306959.6509,462479.4451,0,1
80.49487985,487910.4761,634461.4501,12.55122957,1
64.45928946,954900,1536751.616,296.5400158,1
83.47076503,497596.9519,623711.4886,800.2318924,1
81.97953319,465240.1051,592455.1184,0,1
70.88065916,461199.3544,671657.878,572.7614429,1
79.35420362,508329.1602,662534.6324,10.87824216,1
86.4967053,551430.6513,647100.4342,0,1
52.69187522,345415.7033,683502.8732,660.0117728,1
84.50447034,514972.2789,629678.4875,595.5301958,1
82.06018672,486220.6264,622331.916,186.0696169,1
80.47528114,522670.3761,671744.2142,688.3689073,1
80.33730751,492042.6496,632474.7856,0,1
85.62,517388.1709,659665.477,0,1
80.69852289,852671.4191,1083062.176,0,1
77.11843441,527192.7139,699399.4025,599.576996,1
89.01761075,811195.3876,932570.3819,834.0261614,1
77.65927615,514434.2464,677217.2728,300,1
89.83904023,596078.3699,680598.0057,745.7305076,1
69.40815806,524203.7388,775519.3827,436.8458325,1
86.81956617,521640.6223,629886.305,0,1
79.38163209,447259.2277,587143.2666,826.0256176,1
89.8337704,550433.1537,630321.4518,785.978712,1
76.74924134,499033.2634,671226.8478,8.377290742,1
75.68245112,505180.9776,688076.8755,820.8734133,1
89.8713449,512642.4681,588349.7229,337.6085322,1
87.4064443,494249.445,597247.6258,0,1
89.84705346,610003.93,697126.7979,0,1
87.12995624,553582.1711,666082.7953,0,1
83.83744474,515080.0994,656987.8458,11.18685018,1
67.32314547,639156.8223,987137.0936,0,1
78.74387268,466078.7212,619316.6425,0,1
85.36673937,591650.1,709882.0144,583.6930716,1
89.63834376,550594.2269,634965.1463,0,1
79.52516264,510853.8873,663547.0983,6.181329213,1
71.90644174,468445.3657,672471.9629,825,1
76.28157082,459749.7428,622570.3327,0,1
71.09703823,382087.5242,559239.789,610.5907903,1
75.85969529,499002.8671,674124.4922,0,1
80.30604877,471257.3816,599630.7494,678.1507815,1
80.13064976,528203.8466,673909.7903,527.8948129,1
86.47871923,520863.5802,624653.0402,678.4580274,1
89.91404262,586606.334,666389.4314,745.0541741,1
84.73073317,524051.2657,650924.4099,0,1
76.26737606,709682.0826,955774.0753,0,1
88.11134982,563372.7886,651971.3178,648.693668,1
89.61936305,607195.1821,693453.148,498.1719801,1
84.14383495,532281.2036,641754.9916,820.0694752,1
69.89323056,455632.4327,692983.5201,0,1
79.61614949,438288.935,581789.5799,0,1
81.97998768,465483.275,590302.159,0,1
89.85288108,620831.9117,708096.4984,0,1
73.88393706,470925.8422,657733.2912,605.2463339,1
72.87288921,418551.1185,596412.5631,0,1
79.03610822,673716.6091,866612.7668,740.7483643,1
84.4466276,500437.7098,606632.7384,0,1
80.75018852,503446.0296,649224.1039,0,1
74.75909616,648134.948,908304.6607,678.9484729,1
48.49963055,266078.8315,604041.2372,57.91463787,1
83.91313118,519770.4703,642200.0107,0,1
87.44780318,486177.1946,576715.8676,10.33989177,1
82.43045588,480715.2077,597482.2716,1.169331054,1
84.84514846,546908.039,664297.7525,300,1
85.89803888,539819.6818,658866.6658,1.095734644,1
76.71668126,486879.4879,651740.0775,0,1
82.36321299,515334.4253,655676.5972,751.7026144,1
89.63853319,573942.4014,655244.4683,813.6739105,1
86.21909096,534187.1416,649538.0516,0,1
88.93241263,538912.3399,619963.4045,701.6010606,1
69.5910252,1149472.271,1725870.011,792.1759443,1
82.48753654,653952.0493,812230.4017,675.638369,1
79.75448704,481187.268,649847.2864,752.9296401,1
88.23694067,580130,677793.4323,13.85494278,1
84.66259846,546852.8339,678557.7659,14.59663676,1
87.07584314,571246.7863,675840.1678,0,1
86.74005115,536595.2528,640606.0108,0,1
74.61293275,480669.3388,663258.9312,620.5235885,1
67.4436284,444000.4086,693676.1138,605.9626292,1
86.89072121,488696.2249,574414.8509,300,1
69.52476065,393494.0249,581570.4136,166.7720636,1
82.68817805,495803.4731,639291.2392,730.2159902,1
79.40002099,483531.5324,628087.5301,0,1
89.655614,559776.8077,650203.6487,0,1
63.36376165,720999.9566,1182064.093,0,1
77.88319277,513504.2258,680347.9603,0,1
84.4841087,523547.6489,648593.017,0,1
72.97651324,678820,959817.6705,0,1
87.43144454,580596.7412,677403.9503,0,1
82.68197332,529136.0604,654986.7205,0,1
74.68534382,554937.2023,767641.682,0,1
80.19671418,544860.0309,688300.0764,66.89551296,1
83.60843759,490780,610004.7683,0,1
74.30073472,446287.3881,622874.9102,790.6040335,1
72.54438921,727723.2982,1032983.931,748,1
83.57900217,518036.0532,652348.6938,0,1
85.3,603897.7682,729327.0691,598.9741452,1
72.23655581,628679.1993,900340.7568,0,1
88.13653553,531067.0399,629516.2423,0,1
77.4988629,721439.0394,966201.7315,708.2212065,1
79.43355592,454429.1655,622611.2359,0,1
85.22698402,562903.7016,684683.8859,761.1975597,1
87.83616509,518331.3757,600336.152,788.0931207,1
72.60199731,476456.045,677510.4661,0,1
87.8324508,574447.2124,673651.3227,698.3668519,1
88.92668199,572627.7147,655747.2117,0,1
72.66715121,332633.0216,472505.7811,0,1
68.00309567,450089.1957,679595.9145,300,1
88.74456357,569983.0019,661275.1462,653.2196598,1
69.57051468,442148.7213,661853.3641,714.8704301,1
74.80660518,728148.8202,996024.11,14.4771388,1
83.87215373,521491.0743,643831.9569,823.0911304,1
81.25322199,524444.2372,663021.9354,0,1
77.10251069,510362.1705,673137.5372,0,1
78.79148873,452802.0932,607611.5301,17,1
79.88654756,559055.6358,720298.4706,0,1
59.36230145,351890.8865,612593.2957,655.7978778,1
85.42984716,522602.8847,623748.7893,9.803684743,1
74.72521628,471347.181,646518.1745,118.6333923,1
80.12034854,416705.8977,556519.9836,0,1
87.75311413,545344.6385,642597.1528,0,1
83.50170269,534110.6861,658674.3328,730.4520982,1
82.25806374,528779.6145,656977.4875,0,1
67.1708753,437718.4918,676007.5407,1.104244715,1
82.98177461,509619.9743,630470.6,183.8901201,1
80.11459141,531833.9621,685715.7849,0,1
69.76176539,624386.3308,924401.2821,611.0639848,1
89.47503808,578173.8039,661680.2505,0,1
84.63715018,524235.8286,631392.4553,735.0404822,1
74.93695905,528835.1854,735355.1533,0,1
65.49146141,605462.3606,955196.6058,778.8893107,1
64.37466908,418173.7652,677903.4392,0,1
86.88320439,548527.0476,650748.5025,660.7271527,1
78.1019047,506087.4448,659561.8185,789.9264861,1
78.9479614,469061.3207,626246.2588,522.8618819,1
89.84,591593.5148,676169.7442,789.3982393,1
73.42831981,471454.1775,669750.5723,741.3356225,1
81.05136392,469654.7845,593483.8736,674.9443827,1
89.06913412,602184.4291,692131.8998,655.9281605,1
80.95429692,461244.2868,593296.2759,0,1
84.77264378,524986.6454,655721.9728,644.4481696,1
83.16984938,526280.5482,649674.8362,10.92434785,1
71.22886034,638586.4637,937314.9497,825,1
79.10928973,438071.4386,573396.0009,0,1
86.10876563,589138.1137,705340.562,587.4473381,1
89.01517913,539094.8406,617347.4261,713.6225802,1
83.13706776,526780.9139,648226.0545,672.9657373,1
79.4570564,451758.3699,606022.3103,0,1
61.21887179,379008.3647,649530.3735,0,1
74.03913448,649337.7689,924418.0787,14.5443966,1
84.6313782,546386.0188,667648.8029,7.93646999,1
88.29295399,524209.5211,614386.2244,0,1
67.18181536,409702.3881,633633.954,649.6141455,1
79.21300082,510476.1736,666973.8377,751.3596568,1
79.81681073,448930.5515,587449.1208,0,1
89.24904751,533421.4159,614300.3196,0,1
84.95214735,500037.7988,622556.5668,6.981230874,1
82.37338718,487936.5462,609222.5573,432.9628037,1
79.39312446,519796.6869,672120.5662,300.8097309,1
89.89742078,576564.8986,649773.7731,0,1
72.82209928,458553.5586,653002.4612,732.6089362,1
74.94082838,457940.6299,630028.1845,774.4745163,1
78.78369231,541827.2018,699620.7893,653.5360846,1
88.95813272,652744.3902,751323.1102,746.6121824,1
74.79389794,695292.7022,951505.1927,0,1
87.43267369,544440.524,643723.5837,762.5042443,1
79.3560213,550524.7351,714015.9625,16.55445741,1
88.76976975,560267.4101,650570.3767,658.7593005,1
76.80547953,476687.1904,642017.6379,514.3683111,1
80.94457742,526051.4688,673388.3486,823.4914136,1
73.2656106,661906.775,945654.2736,4.704646339,1
88.20146717,590524.0507,690788.5364,0,1
89.76436653,514476.2691,596412.3055,0,1
78.80553231,514622.738,677394.7019,6.392242637,1
73.06314382,417329.561,593014.9775,300,1
76.92269757,424868.2048,572351.3062,0,1
87.94373727,568484.4881,659137.0198,2.013598083,1
88.41929004,555740.3125,659073.5827,0,1
62.03356352,361088.5262,609884.424,0,1
85.82443278,589033.9078,715958.3881,0,1
89.46307404,540356.1901,618450.7088,0,1
88.69734044,572906.3279,666252.2515,4.306883354,1
78.17535071,546494.8607,713387.5154,0,1
84.35250218,556319.9573,681009.4546,624.540009,1
85.09498922,527661.979,641562.8054,0,1
81.91518499,556994.1397,710336.1991,832.7207759,1
78.1639118,594909.2217,783117.4666,612.6642627,1
79.52051641,515673.1921,670790.1406,591.353197,1
89.88421321,553762.454,636608.8264,0,1
73.65562682,461474.7087,659023.2827,0,1
83.18533724,541993.1207,661836.3209,10.46467704,1
77.22346473,486430.9427,662744.5517,0,1
59.20911878,389584.0337,683076.8187,767.2399077,1
63.06061088,406831.8482,679833.2657,444.1076633,1
84.80211299,553915.5366,674686.5083,0,1
38.2130549,261315.1673,726421.045,586.2858962,1
85.70993688,553562.1373,671648.9548,738,1
77.10948132,460300.4294,616379.1007,0,1
82.0412228,709431.5116,888151.4098,613.2583586,1
72.27979285,581919.1006,826853.2177,171.8545652,1
82.2645904,525631.6604,655406.856,2.043205354,1
85.40423189,542905.2411,654510.1525,0,1
78.71461112,452376.1889,607037.0927,104.2233504,1
74.34091311,501481.0023,713088.9231,0.612820516,1
81.89173007,478622.4164,613411.2237,0,1
47.21306145,434811.7044,976785.4707,0,1
79.43153526,715040.4094,926711.5177,700.8585532,1
53.73856347,510163.9321,980914.2141,829.9923909,1
